"","nonTumor_patches","sample_id","Indication","cell_count","patch_size","cell_freq"
"219","3282","ROI_006","LOCRC",14,47,0.297872340425532
"220","3293","ROI_006","LOCRC",4,16,0.25
"221","33","ROI_022","EOCRC",1,10,0.1
"222","3311","ROI_006","LOCRC",6,29,0.206896551724138
"223","3317","ROI_006","LOCRC",1,10,0.1
"224","3323","ROI_006","LOCRC",22,494,0.0445344129554656
"225","3326","ROI_006","LOCRC",10,20,0.5
"226","3329","ROI_006","LOCRC",21,22,0.954545454545455
"227","3332","ROI_006","LOCRC",25,205,0.121951219512195
"228","3338","ROI_006","LOCRC",28,123,0.227642276422764
"229","3351","ROI_006","LOCRC",22,106,0.207547169811321
"230","3353","ROI_006","LOCRC",28,29,0.96551724137931
"231","3355","ROI_006","LOCRC",1,24,0.0416666666666667
"232","3357","ROI_006","LOCRC",3,15,0.2
"233","336","ROI_025","LOCRC",24,106,0.226415094339623
"234","3372","ROI_006","LOCRC",7,16,0.4375
"235","3377","ROI_006","LOCRC",2,14,0.142857142857143
"236","3400","ROI_006","LOCRC",0,33,0
"237","3404","ROI_006","LOCRC",6,111,0.0540540540540541
"238","3417","ROI_006","LOCRC",0,12,0
"239","3423","ROI_006","LOCRC",4,40,0.1
"240","3425","ROI_006","LOCRC",11,12,0.916666666666667
"241","3426","ROI_006","LOCRC",8,134,0.0597014925373134
"242","3428","ROI_006","LOCRC",1,14,0.0714285714285714
"243","3442","ROI_006","LOCRC",11,63,0.174603174603175
"244","3448","ROI_006","LOCRC",4,11,0.363636363636364
"245","3471","ROI_006","LOCRC",2,16,0.125
"246","3475","ROI_006","LOCRC",32,38,0.842105263157895
"247","3476","ROI_006","LOCRC",0,14,0
"248","3478","ROI_006","LOCRC",0,17,0
"249","3487","ROI_008","LOCRC",7,100,0.07
"250","3488","ROI_008","LOCRC",0,56,0
"251","3489","ROI_008","LOCRC",63,1422,0.0443037974683544
"252","3504","ROI_008","LOCRC",1,55,0.0181818181818182
"253","352","ROI_025","LOCRC",3,20,0.15
"254","3527","ROI_008","LOCRC",17,204,0.0833333333333333
"255","3538","ROI_008","LOCRC",2,32,0.0625
"256","3545","ROI_008","LOCRC",1,23,0.0434782608695652
"257","3546","ROI_008","LOCRC",8,72,0.111111111111111
"258","3549","ROI_008","LOCRC",17,179,0.0949720670391061
"259","3553","ROI_008","LOCRC",2,15,0.133333333333333
